	table.gene	table.logFC	table.logCPM	table.F	table,PValue	table.FDR	adjust.method	comparison	test
3858	DRAM1	5.44665465052211	6.49178441600365	63.5074411516558	1,58E-09	1.20427996204289e-06	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4841	ANKRD13A	2.58441619709168	5.22325898634712	103.348935358345	1,64E-09	1.20427996204289e-06	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3791	KRT34	6.82636053283954	3.89542262403737	83.9335261964022	9,74E-09	6.73830499134736e-06	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7832	MGARP	5.67114104483114	5.99511116446053	53.3486151813686	1,16E-08	7.60888457453411e-06	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11127	COL15A1	8.83011148232092	6.31167895722387	52.2733602405251	1,46E-08	9.02246230743482e-06	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4445	OXTR	6.80859629171647	5.81340401287971	78.910633206588	1,63E-08	9.59411434471715e-06	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7305	CCDC85A	5.83857166838811	2.88622219848178	51.5069420950611	1,71E-08	9.59592220632569e-06	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3329	OSR2	5.2141790994794	3.17255409727925	50.0867009376597	2,32E-08	1.24078355852135e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5422	CACNB4	4.70646603979209	2.31567364900867	48.2800725119343	3,44E-08	1.75918397470765e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
2396	ERCC6	2.75350946602974	5.02925654022685	47.3010648513872	4,27E-08	2.07001047290336e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7453	SERAC1	3.430981233646	3.79899868317379	47.1701626178914	4,40E-08	2.07001047290336e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
2570	RECK	3.32375518083858	5.56412969094597	46.1660012304413	5,51E-08	2.49399403393164e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4873	KCNK2	5.32450233468998	4.60176855252827	45.7499230723346	6,06E-08	2.63908459208975e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1175	BPGM	2.81794134287155	5.20383113337521	44.2895861830975	8,47E-08	3.5570335887068e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10314	NEK7	3.04218532214408	7.07662076147091	44.0986235216336	8,85E-08	3.58976068787614e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9955	LIMA1	2.89496631487515	7.29512816817283	43.3632695534732	1,05E-07	4.11894754765305e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8816	PDE1C	4.53169391140261	4.56942847030414	42.6445941247211	1,24E-07	4.72051126481627e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5506	EPGN	5.94927062994617	2.7989070174272	57.3911411083987	2,11E-07	7.59622088951863e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4088	C8orf34	5.67680841697472	2.11851410205592	53.1847395080704	2,16E-07	7.59622088951863e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
6721	CDK7	2.3627294303866	5.68297772510317	40.2788968297991	2,20E-07	7.59622088951863e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4300	KCTD16	4.58978987483167	2.47539556186649	40.125648752945	2,28E-07	7.66058443559351e-05	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4901	GSC	4.88184456182303	2.3928342646813	54.3422409167724	3,20E-07	0.000104654114392573	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8569	SIPA1L1	2.32845330590825	5.47733408366927	37.8784303833902	3,98E-07	0.000126596616215502	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3944	NXPH3	4.51838064459247	2.13077805448597	37.065562392642	4,89E-07	0.000151482808244633	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7829	RASGRP1	4.23009155421275	2.11618530012895	36.1575786885663	6,18E-07	0.000186340745588124	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1867	CDH18	4.38059598761691	2.1756864215435	35.6622071313848	7,02E-07	0.000200608602665454	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
6400	MRVI1	5.25089037757914	4.67782762297262	35.6332879128639	7,08E-07	0.000200608602665454	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4262	SEMA3D	5.5037481504387	2.78299440901054	35.5875437601747	7,16E-07	0.000200608602665454	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1585	SCN9A	3.81465287772821	4.83692715701177	35.3657294534265	7,59E-07	0.000207618436159565	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
713	ARID5B	2.24857142310414	7.04530806887129	35.1230887969258	8,09E-07	0.000216207246291386	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1237	VTI1B	1.24262740071764	6.76755059447244	34.300994412611	1,00E-06	0.000253533156869197	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5729	GPR89B	3.53716079468029	4.63529463837169	34.2697361673362	1,01E-06	0.000253533156869197	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7770	GPR89A	3.53716079468029	4.63529463837169	34.2697361673362	1,01E-06	0.000253533156869197	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3081	MYOCD	5.34140741122063	2.83344639174186	33.1139523605893	1,38E-06	0.000338008414538156	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10127	ANKRD28	2.90049804741944	5.30850745281835	33.0413109176324	1,41E-06	0.000338008414538156	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
6034	FRS2	1.81839588743521	4.88175171149912	32.7624127109152	1,52E-06	0.000357262125180856	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8057	KCTD20	2.0063087691309	5.65602458888578	32.6138430075266	1,58E-06	0.000364698490977241	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4329	VAV3	4.69879496684788	3.07011870671136	32.2782831200011	1,73E-06	0.000391993782566469	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5350	LIMS2	3.9998582447466	6.48143882278804	32.1954387076805	1,77E-06	0.000393422064325606	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
6417	HHIP	-6.93050489850873	5.61706293572926	31.8877622725189	1,93E-06	0.000420184650248178	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9649	RDH10	3.94005124632566	5.70529050324224	31.0926641634422	2,40E-06	0.000514186732905689	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
2358	FDPS	-2.39558908390878	7.25851110049942	29.8170768734806	3,44E-06	0.000723194792226484	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9980	RIC1	1.7676159669998	5.3684708428571	29.5556925570705	3,71E-06	0.000765452095230093	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
332	CTNNAL1	2.27708586856023	6.17497946661139	28.973642237605	4,38E-06	0.000888977194466808	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
421	LRRTM3	3.94915233351047	2.00238656262862	28.5964456746217	4,89E-06	0.000974614389675695	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
204	ALPK2	2.75408874915362	4.37420384270879	28.4001670914839	5,17E-06	0.00101460392155636	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
6379	ENTPD7	2.14936426784343	4.348120984463	28.252104423127	5,40E-06	0.00104195889284469	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8274	DGKI	3.61658239617932	2.33787613805551	28.145888785796	5,57E-06	0.00105743825745802	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
727	SYDE2	3.43564442377632	2.67829817587385	27.9271233357556	5,94E-06	0.00110947135009855	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8093	PTGER2	-5.18978546955964	3.17059068226879	27.6226109325702	6,50E-06	0.00118641771891447	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10933	CCDC81	3.43268892428572	1.83817134697458	30.0679581518252	6,56E-06	0.00118641771891447	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
315	ACKR4	4.93762378873409	2.68676797122389	27.5012606812121	6,73E-06	0.00120043515209352	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3706	DSTN	2.22006434803689	9.33327488367583	27.3156529384352	7,11E-06	0.00124925089174389	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11577	GATA2	4.04138794001369	4.53282185974941	27.1003850357038	7,58E-06	0.00131207935897741	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10182	CLIP4	3.18731715407561	4.33786701369957	27.0215386350625	7,76E-06	0.00132375320933843	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8988	CCNDBP1	1.43750919621189	5.52028348520788	26.899848080418	8,05E-06	0.00135302942807801	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
359	DIO3	5.58329933807921	2.5173679657043	26.5692329432353	8,89E-06	0.00147264692990174	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4303	COPZ2	2.61428726812856	7.00615127718169	26.1784407134214	1,00E-05	0.0016178782303422	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10943	DSCAM	4.00588634745669	1.92466613369977	26.164484045154	1,00E-05	0.0016178782303422	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7846	ADAMTS5	5.93217508245707	7.35023342060349	25.6489132673085	1,17E-05	0.0018627089604783	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8859	RNF150	3.6584645510559	3.91556742498071	25.5678193845142	1,20E-05	0.0018627089604783	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7404	NHSL1	-6.11713780714694	5.20293115482596	25.5676810004481	1,20E-05	0.0018627089604783	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5268	ADAM33	3.48331042266834	3.91981998254211	25.3236089626554	1,30E-05	0.00197817298932605	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3579	MYPN	4.15118717655642	2.4521086825181	25.2861687376239	1,31E-05	0.00197817298932605	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9316	RGS7	3.86419881960255	2.17800179402999	25.2422918552226	1,33E-05	0.00197960034145167	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
2229	PDCD1LG2	3.54029631289428	3.99242612091807	31.852238688616	1,39E-05	0.00202765126992225	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8015	EYA4	4.87072529271356	3.06102519849449	25.082898715278	1,40E-05	0.00202765126992225	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4728	SLC6A6	3.59039625520449	7.13821822284544	24.9272676513993	1,46E-05	0.00210132486765844	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11515	HOXB2	-7.5427071584157	4.58164266216198	24.7395334591321	1,55E-05	0.00220003671625156	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9048	DHCR7	-2.77481571159185	6.95240958816048	24.6515454358008	1,60E-05	0.00223392544173211	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9255	RFC2	-2.65077970709423	5.18952781189793	24.6000121000174	1,62E-05	0.00224322090925542	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5026	TRAF5	2.74556920947953	3.98647933268173	24.2146361981264	1,83E-05	0.00249985398900612	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3349	NPR3	4.65993295292577	4.96816678832774	24.0341379376648	1,93E-05	0.00260512005536806	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11198	ENPP2	4.65500387234773	4.53784251000848	24.0094499338477	1,95E-05	0.00260512005536806	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
681	HSPB7	4.33964258488614	3.54378891813077	29.7925682151724	2,13E-05	0.00281786053723632	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7186	S100A4	6.54477187679993	8.65564319527322	23.5784496568449	2,23E-05	0.00288797319236128	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1208	EIF2S2	1.94191976157514	6.33400266932207	23.5756051916827	2,23E-05	0.00288797319236128	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3212	PTK2B	3.53494945791658	4.78941196321123	23.5150885897713	2,28E-05	0.00289003997217455	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4089	IL15	3.79304456506785	3.16831461631147	23.4935272127371	2,29E-05	0.00289003997217455	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7039	CENPX	-2.12260601263991	6.73450483105789	23.4708254275097	2,31E-05	0.00289003997217455	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7772	TMEM47	3.92839303846884	5.27496757741648	23.3614418169182	2,39E-05	0.00296051278619078	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9022	MAB21L1	4.81316779564461	4.46380607007837	23.2215509548784	2,50E-05	0.00306282100444791	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5598	LAMB3	2.93466932419649	2.72810994692518	23.1406538690086	2,56E-05	0.00311032507627211	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3865	SHOX2	3.71576217877399	2.55914024313093	22.7281311618774	2,93E-05	0.00350943728349747	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10805	SOD3	3.53828235839237	6.26971067043747	22.6994224048572	2,95E-05	0.00350943728349747	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8214	PAPPA	3.3032086836042	4.45049109310155	22.6034877278796	3,05E-05	0.0035831542009279	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8489	CCZ1	3.24534766527815	5.52045585447858	22.3951964713934	3,26E-05	0.00372520058084295	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10455	CCZ1B	3.24534766527815	5.52045585447858	22.3951964713934	3,26E-05	0.00372520058084295	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
105	WSB1	1.68472812334232	6.80245155493552	22.3911930934107	3,26E-05	0.00372520058084295	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11758	ISL2	3.78591303117897	2.08963163402618	22.0716731685557	3,62E-05	0.00407061325947519	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
6487	TGFBR1	2.365978105956	5.13127045860084	22.0581504973977	3,63E-05	0.00407061325947519	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4098	LMOD1	5.06568793221916	5.29462139897499	21.7376146120293	4,03E-05	0.00447632173289381	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
429	GINM1	1.4473251039355	6.09235143926756	21.5066507568273	4,35E-05	0.00478311013995222	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7381	TM2D1	1.39037801952923	6.42954592070746	21.4607297472933	4,42E-05	0.00481085431361155	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4350	MKX	3.92153971014026	2.604458168236	21.3606993582053	4,56E-05	0.00492618883895606	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8013	RNF141	1.92435569129955	5.85395371721128	21.2461160131603	4,74E-05	0.00504009355326924	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10858	DOCK5	1.90883298331465	5.0713775208671	21.2362097413006	4,76E-05	0.00504009355326924	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4194	CCDC167	-1.91138770853238	4.56318921869128	21.1217177859617	4,94E-05	0.00518768267536277	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9400	KIRREL3	3.926225183428	2.95640895397496	21.0619536999409	5,04E-05	0.0052444929115086	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11283	REC8	-7.61474625670161	4.48559198149026	20.9748134772771	5,19E-05	0.00535081883985843	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3322	FMN2	4.39299885181397	3.571459303879	20.9342168914085	5,26E-05	0.00537623144272165	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3024	FKBP5	-4.47391257928276	7.46818931595269	20.8982203573817	5,32E-05	0.00539398033911736	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10575	RSPO1	4.53452511904181	2.5270240360025	20.8281790701555	5,44E-05	0.00547385595449567	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3241	NALCN	3.54329675534867	3.02862186283823	20.7846011277374	5,52E-05	0.00550675097768429	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
656	VCAM1	4.18994910390701	6.14281212026112	20.7237441947811	5,64E-05	0.00557230426340964	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5398	TFAP2B	5.06186567249677	3.75595369580162	20.6452989406249	5,79E-05	0.005672371224281	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11049	C5orf46	4.79868904690466	3.29735180940982	24.8977166940792	6,34E-05	0.00616784895862378	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
6163	CLCA2	3.66341606951275	1.93232218106598	24.8321844712166	6,44E-05	0.00621237185701514	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9151	PRKCE	1.68955248477664	4.05028624840712	20.2280050805213	6,65E-05	0.00632775251165921	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3072	GPR1	3.00568950524121	3.07352415651808	20.2212808540178	6,67E-05	0.00632775251165921	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9517	ARRB2	-2.87973219859301	4.64400913862242	20.1133035849004	6,92E-05	0.00650970096611629	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5149	PTGFR	3.18689452664214	3.28212986795112	19.9220493498144	7,38E-05	0.00688918623380223	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5079	GNPTAB	2.48648730763865	4.52183218012871	19.8747491016369	7,50E-05	0.00694532406601292	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1894	CXXC1	-1.33187593705687	5.52048175222688	19.7413914817688	7,84E-05	0.00721004137398346	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7143	ABT1	-1.38934334124907	4.97724823760669	19.6974890688967	7,96E-05	0.00726170744892906	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4853	CLEC3B	3.92348499005333	5.86983804913859	19.6590542857949	8,07E-05	0.00729246967670628	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1466	MYRF	-6.83819809070758	4.8881581907464	19.6398469851539	8,12E-05	0.00729246967670628	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8862	YPEL5	1.71386571989708	6.54981874067438	19.5219494695982	8,45E-05	0.00753396080451883	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
291	ZFAND5	1.84945242215784	7.79217936389374	19.4286308552849	8,73E-05	0.00771947457446443	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3270	TRMT9B	3.38790713947604	2.98297120668383	19.2849810114072	9,17E-05	0.00804808650189348	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3410	OMD	3.50687330559316	2.68482607744041	19.1137810832408	9,72E-05	0.00847223445375381	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8630	SECTM1	2.59943461601361	3.47394538426144	18.9680592390317	0,00010223	0.00883750519726753	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8428	ANO4	2.75973229839991	2.33316807462777	18.9486081629687	0,000102919	0.00883750519726753	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11236	IGFBP5	4.79163334338858	9.58155973740173	18.7552507482279	0,000110036	0.00926866682275809	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1540	TTLL3	2.13484186126096	3.52964436066742	18.7539986979184	0,000110084	0.00926866682275809	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11534	TFAP2A	4.98530022402991	5.27287154371838	18.7482467793738	0,000110304	0.00926866682275809	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11719	VEZF1	1.34944733182124	5.51303325007575	18.6666227876118	0,000113471	0.00946719680839546	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10180	CABCOCO1	3.68429823503607	2.49742182098879	18.5925592630279	0,000116429	0.00964553124080064	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1846	MMACHC	-1.9365324764436	4.57193625939721	18.477350006661	0,000121192	0.00996996331951702	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8187	WDR91	-1.70813697758342	4.75209793923819	18.4082955976332	0,000124146	0.0101066240601097	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9205	PDE6G	-3.97745537995433	2.24695592181033	18.3984873187468	0,000124572	0.0101066240601097	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4687	SOX6	-4.21813263410846	2.62822531022285	18.3689741317504	0,000125862	0.0101413614346467	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5601	MDFI	-7.49552238497882	5.74934487008767	18.2956224089118	0,00012913	0.0103339320948901	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5418	ITGBL1	5.05976363481888	6.86385268688975	18.196871256511	0,000133673	0.010625191923828	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8127	ST6GAL1	-5.09153408733251	5.09640939523583	18.0688185485232	0,000139817	0.0109833788440839	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5706	TMC6	-5.17922564950063	3.8955277162507	18.0641511546217	0,000140046	0.0109833788440839	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5198	LAMA3	3.06123158845908	2.17034997138003	17.9203569271193	0,000147316	0.0114770274069002	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11379	MITF	2.63449702530658	3.22120106958991	17.8725906733245	0,000149819	0.0115198150942688	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8067	CACNA1C	3.34785560519221	3.9574773667747	17.8724929881349	0,000149824	0.0115198150942688	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1097	TRUB2	-1.42727932684082	5.45941659956979	17.8142128016732	0,000152939	0.0116829335472239	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3704	SERPINB7	3.31769510426043	2.83991768147806	17.7884477578476	0,000154337	0.0117137175013385	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
6256	FASN	-3.08605374602761	8.54464756067357	17.7250194298825	0,000157839	0.0118063583344784	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
2233	CACNA2D3	3.48031134263129	2.74165836666478	17.7208127394805	0,000158074	0.0118063583344784	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5732	CNNM1	2.83947366427865	1.88109414525177	17.7119822885471	0,000158569	0.0118063583344784	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11671	RUNX3	3.32919498852189	2.26522436902025	17.6348096727638	0,000162964	0.0119229732052905	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
10905	PTPRE	-4.82046839736883	2.84805885975177	17.9791968013605	0,000163607	0.0119229732052905	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
896	DMPK	3.62080249820075	5.40385796688593	17.6227284986555	0,000163664	0.0119229732052905	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
7599	AGFG2	-2.53406593514587	5.28751535200897	17.6136938202504	0,000164189	0.0119229732052905	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
8768	MMD	-5.00025896718328	4.69168460584154	17.5847530317861	0,000165884	0.0119250042635816	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11054	SLC38A2	1.86869984789778	9.3793714282385	17.5786364933857	0,000166245	0.0119250042635816	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4424	LENG1	-1.40396702474871	5.18947876914255	17.5417282236001	0,000168438	0.0120091090429981	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
4765	EMILIN2	-6.99533789141035	4.27813703318036	17.5129947466513	0,000170167	0.0120592759940587	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
1745	FAM207A	-1.69312692911961	5.65795337183413	17.4715693449794	0,000172692	0.0121649674379382	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3616	SMAP2	-1.83238287871171	5.59325720029624	17.3786973759253	0,000178499	0.0124992025012395	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
2077	BCS1L	-1.62154983308407	4.45133393735312	17.0826218748723	0,000198435	0.0137685134986664	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
9937	NIPAL3	2.15395337175058	3.95751715212902	17.0604916704812	0,000200017	0.0137685134986664	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
11468	HIC2	3.18094292848157	2.32016300538346	30.5939549782258	0,000201237	0.0137685134986664	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
3595	USP53	2.07849930796041	4.32276967056742	17.0425645748553	0,000201308	0.0137685134986664	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
5122	ADCY4	3.58923265328795	2.92640956520724	16.9753923778178	0,000206225	0.0139687942439633	BH	1*groupolfactory_epithelial:h -1*groupasd:h	glm
