table.gene	log*sign
PRUNE2	1,91E+01
SERAC1	1,90E+01
ADAM33	1,90E+01
MYOCD	1,90E+01
CHRDL1	1,89E+01
SLC6A6	1,89E+01
IL6	1,89E+01
PRRX2	1,87E+01
MEGF6	1,87E+01
TFAP2C	1,86E+01
NHSL1	-1,85E+01
ALX4	1,84E+01
DDR2	1,83E+01
BPGM	1,83E+01
NCOA7	1,83E+01
PTGS1	1,83E+01
CACNB4	1,83E+01
NLRP10	1,83E+01
ECM2	1,82E+01
FHL1	1,82E+01
THBS1	1,81E+01
SOD3	1,80E+01
DSTN	1,79E+01
ALX1	1,78E+01
GSC	1,78E+01
NR1D2	1,77E+01
SPOCK1	1,77E+01
ACKR4	1,76E+01
MDFI	-1,76E+01
FGF5	1,75E+01
ALX3	1,74E+01
HSPB7	1,74E+01
IL7R	1,74E+01
CLEC3B	1,73E+01
HOXB2	-1,73E+01
INHBA	1,72E+01
RFC2	-1,72E+01
CTNNAL1	1,71E+01
PLPP3	1,70E+01
RASGRP1	1,70E+01
FRS2	1,70E+01
NALCN	1,70E+01
SLC9A7	1,70E+01
EIF3C	1,70E+01
SECTM1	1,70E+01
COPZ2	1,68E+01
OSBPL3	1,68E+01
HOMER3	1,67E+01
GNPTAB	1,67E+01
SYNC	1,67E+01
FMO3	1,66E+01
HSPB2	1,65E+01
TXNRD1	1,65E+01
EMILIN2	-1,64E+01
CCZ1	1,64E+01
CCZ1B	1,64E+01
PDCD1LG2	1,64E+01
SERPINB7	1,64E+01
FAM110B	1,63E+01
TTC39C	1,63E+01
DGKI	1,63E+01
ATP8B1	1,61E+01
SOCS5	1,61E+01
MAP1A	1,60E+01
FKBP5	-1,60E+01
CDH18	1,59E+01
DNAJC6	1,59E+01
CERCAM	1,59E+01
TNC	1,59E+01
GINM1	1,58E+01
ZFAND5	1,58E+01
SHMT1	-1,58E+01
FSTL1	1,58E+01
DOCK10	1,58E+01
DHCR7	-1,57E+01
NR4A3	1,57E+01
PRR16	1,56E+01
LOXL3	1,56E+01
AMZ1	1,56E+01
ADAMTS7	1,56E+01
GPR89B	1,56E+01
GPR89A	1,56E+01
PLCD3	1,55E+01
NXPH3	1,55E+01
CAMK2N1	1,55E+01
CCN5	1,54E+01
UGP2	1,54E+01
ADAMTSL5	1,53E+01
FAM167B	1,53E+01
WSB1	1,53E+01
ALPK2	1,52E+01
EPAS1	1,52E+01
DCLK2	1,52E+01
MYPN	1,52E+01
C5orf46	1,52E+01
CCNDBP1	1,52E+01
DAB2	1,51E+01
SPEG	1,51E+01
MET	1,51E+01
CNN1	1,50E+01
SLC16A4	1,50E+01
TRAF5	1,50E+01
ARSJ	1,50E+01
RGMB	1,49E+01
DGKA	1,49E+01
RIC1	1,49E+01
CABCOCO1	1,48E+01
LAMB3	1,48E+01
GPR1	1,48E+01
PLPP4	1,48E+01
MR1	1,47E+01
PLOD2	1,47E+01
FBXL2	1,46E+01
PAPSS2	1,46E+01
GFRA1	1,45E+01
NFYB	1,45E+01
MKX	1,45E+01
MGST2	-1,44E+01
CCDC80	1,44E+01
SFRP2	1,44E+01
DKK3	1,44E+01
ITGB1	1,44E+01
YPEL5	1,44E+01
JPH2	1,44E+01
EPGN	1,44E+01
POPDC3	1,44E+01
USP53	1,44E+01
NHS	1,43E+01
OPTN	1,43E+01
MARCKSL1	-1,43E+01
SLC4A7	1,43E+01
LMO7	1,42E+01
CCL2	1,42E+01
COX7A1	1,42E+01
CYGB	-1,41E+01
CUL4B	1,41E+01
ECE1	-1,41E+01
GPR176	1,41E+01
DPYD	1,40E+01
NQO1	1,40E+01
ATXN1	1,40E+01
ADAM12	1,40E+01
PCDH18	1,40E+01
RNF141	1,39E+01
LRRTM3	1,39E+01
IGF1R	1,39E+01
KCNK6	1,38E+01
SVEP1	1,38E+01
ADAMTSL4	1,38E+01
LITAF	1,38E+01
RBM24	1,37E+01
CLIP1	1,37E+01
VTI1B	1,37E+01
HHIP	-1,37E+01
DMPK	1,37E+01
SERPINE2	1,37E+01
CLMP	1,37E+01
LEP	1,37E+01
CDC42EP3	1,36E+01
SLC7A11	1,36E+01
GPNMB	1,36E+01
APMAP	-1,35E+01
TBX3	1,35E+01
MITF	1,35E+01
DOCK5	1,35E+01
STAT1	1,35E+01
ADAMTS1	1,35E+01
FAM171B	1,35E+01
CENPX	-1,35E+01
GPX8	1,34E+01
CREBRF	1,34E+01
CST6	1,34E+01
RGS7	1,34E+01
KRT19	1,34E+01
GAS6	1,34E+01
UBL3	1,33E+01
FDPS	-1,33E+01
CYTH3	1,33E+01
EPB41L3	-1,32E+01
CIAO2A	-1,32E+01
CTSK	1,32E+01
PTGFR	1,32E+01
LOXL2	1,32E+01
GBP2	1,31E+01
MDFIC	1,31E+01
ISOC1	-1,31E+01
TMEM158	1,31E+01
PTGER2	-1,31E+01
APOE	-1,31E+01
TRAM1	1,31E+01
CMPK1	1,30E+01
C8orf34	1,30E+01
ATL3	1,30E+01
CRIP1	1,30E+01
SLC38A2	1,30E+01
ADAMTS6	1,30E+01
ADCY4	1,29E+01
LURAP1L	1,29E+01
PRKCE	1,29E+01
NFASC	1,29E+01
FMOD	1,28E+01
ASAP2	1,28E+01
LAMA3	1,28E+01
CDH13	1,28E+01
CAP2	1,27E+01
IMPA2	-1,27E+01
FASN	-1,27E+01
RUNX3	1,27E+01
GALM	-1,27E+01
DSE	1,26E+01
CYBRD1	1,26E+01
CDK15	1,26E+01
COBLL1	1,26E+01
LRRN4CL	1,26E+01
LPCAT2	1,26E+01
SLC1A3	-1,26E+01
LDB3	1,26E+01
RHOBTB3	1,25E+01
SLFN5	1,24E+01
SLC38A1	1,24E+01
TP53I11	1,24E+01
SSC5D	1,24E+01
ANO4	1,24E+01
TFPI2	-1,24E+01
GLIPR1	1,24E+01
FYTTD1	1,24E+01
CD248	1,24E+01
ECSCR	-1,23E+01
ANGPT1	1,23E+01
MYL9	1,23E+01
PTPRM	1,23E+01
TMEM119	1,23E+01
SIX1	1,22E+01
TGFBR1	1,22E+01
RAB32	1,22E+01
FAS	1,22E+01
FERMT2	1,22E+01
TLE4	1,22E+01
MRAS	1,22E+01
COL1A2	1,22E+01
FLRT2	1,21E+01
MOCOS	1,21E+01
OMD	1,21E+01
GLT8D2	1,21E+01
SLC12A8	1,20E+01
MXRA8	1,20E+01
PHLDA1	-1,20E+01
ISL2	1,20E+01
NTN4	1,20E+01
LAPTM4B	-1,19E+01
CHRM2	1,19E+01
JAG1	1,19E+01
PRSS23	1,19E+01
ETFB	-1,19E+01
FBN2	1,19E+01
LIMD2	-1,19E+01
PTPN13	1,18E+01
ST6GAL1	-1,18E+01
PXDC1	1,18E+01
KLF7	1,18E+01
CNST	1,18E+01
NEDD4L	1,18E+01
PECR	-1,18E+01
PDLIM5	1,18E+01
SLC5A6	-1,18E+01
TOMM7	1,17E+01
CAV1	1,17E+01
DPYSL2	1,17E+01
SH2D4A	1,17E+01
HACD2	1,16E+01
TMEM40	1,16E+01
YIPF5	1,16E+01
DDIT3	1,16E+01
LOX	1,16E+01
LTBP2	1,16E+01
TMEM117	1,16E+01
TAGLN	1,15E+01
TTLL3	1,15E+01
DENND2A	-1,15E+01
PAFAH1B3	-1,15E+01
CFI	-1,15E+01
GAS1	1,15E+01
LTBP1	1,15E+01
NIPSNAP3A	1,15E+01
FKBP4	-1,15E+01
ACTA2	1,15E+01
SGMS2	1,15E+01
THBS3	1,14E+01
CARMIL1	1,14E+01
EPHA4	1,14E+01
F2RL2	1,14E+01
IARS1	1,14E+01
AZI2	1,14E+01
GRIA3	1,14E+01
INSIG1	-1,14E+01
ARRDC3	1,14E+01
PTPRN2	-1,14E+01
PAWR	1,14E+01
CCPG1	1,13E+01
SLC2A12	1,13E+01
TNFRSF1B	-1,13E+01
SERPINA3	-1,13E+01
LYPD6	1,13E+01
CACNB3	1,13E+01
BDH1	-1,13E+01
RUNX1T1	1,13E+01
ENAH	1,13E+01
PPP2R3A	1,13E+01
SLC16A7	1,13E+01
LPAR1	1,12E+01
TCIM	1,12E+01
MMACHC	-1,12E+01
VEZF1	1,12E+01
ALDH3B1	1,12E+01
MFAP5	1,12E+01
CLCA2	1,12E+01
EREG	1,11E+01
GNG2	-1,11E+01
SAMD12	1,11E+01
RBP4	-1,11E+01
EFEMP1	1,11E+01
ETV1	-1,11E+01
HK2	1,11E+01
FAM49A	-1,11E+01
SLC35F5	1,11E+01
KAZALD1	1,11E+01
PLEKHG4	1,11E+01
LDB2	1,11E+01
SALL1	-1,10E+01
SLC39A6	1,10E+01
FLNC	1,10E+01
DIPK1A	1,10E+01
DTWD1	1,10E+01
ETHE1	1,10E+01
CRIM1	1,10E+01
KITLG	1,09E+01
GSTM4	-1,09E+01
DTYMK	-1,09E+01
CFAP36	1,09E+01
PLXDC2	1,09E+01
PC	-1,09E+01
ITGA4	-1,09E+01
ATP2B4	1,09E+01
CCDC167	-1,09E+01
NIPAL3	1,08E+01
REC8	-1,08E+01
ATP11B	1,08E+01
AGFG2	-1,08E+01
RDH5	1,08E+01
DOP1B	1,08E+01
TIAM2	1,08E+01
STK38	1,07E+01
CCL11	1,07E+01
ITIH5	1,07E+01
HYOU1	-1,07E+01
TM2D1	1,07E+01
STK17B	1,07E+01
SORD	-1,07E+01
SAMD9L	1,07E+01
BICC1	1,07E+01
DBNDD2	1,07E+01
RIMS1	1,07E+01
SLC43A3	-1,07E+01
LBR	-1,07E+01
PFAS	-1,06E+01
FOXF2	1,06E+01
FOXF1	1,06E+01
MYEF2	1,06E+01
CENPV	-1,06E+01
IDUA	1,06E+01
PDGFRB	1,06E+01
JAZF1	1,06E+01
NBEA	1,06E+01
NR1H3	-1,06E+01
HAS2	1,05E+01
CD46	1,05E+01
ESYT2	1,05E+01
SYNE1	1,05E+01
MFSD6	1,05E+01
GJA1	1,05E+01
CCSER2	1,05E+01
PEAR1	1,05E+01
TNFAIP8	1,05E+01
TWSG1	1,05E+01
FGFR1	1,05E+01
CNNM1	1,04E+01
SCAMP1	1,04E+01
TVP23B	1,04E+01
MCC	-1,04E+01
HTR2B	1,04E+01
PKNOX2	-1,04E+01
GALNT6	1,03E+01
SBDS	1,03E+01
ALPL	-1,03E+01
TNS1	1,03E+01
AMPD3	1,03E+01
SLC1A5	1,03E+01
TMEM159	1,03E+01
ZNF219	1,03E+01
SAE1	-1,03E+01
NFATC4	1,03E+01
INPP4B	1,03E+01
GOLGB1	1,03E+01
BCHE	-1,03E+01
PDE5A	1,02E+01
RBM43	1,02E+01
YEATS2	1,02E+01
FAM160B1	1,02E+01
DLX2	1,02E+01
GALNT10	1,02E+01
ARRB2	-1,02E+01
MAP2K3	1,02E+01
FABP5	-1,01E+01
HPS5	1,01E+01
MID1	1,01E+01
EXT1	1,01E+01
PGAP4	-1,01E+01
SMOX	-1,01E+01
PKDCC	-1,01E+01
FLNA	1,01E+01
CTBP2	1,01E+01
PROS1	-1,01E+01
PTPRQ	1,01E+01
EPS15	1,00E+01
LYPD1	-1,00E+01
KCNIP1	1,00E+01
RGCC	-1,00E+01
KDELR3	9,99E+00
PTPN14	9,99E+00
HACD4	9,99E+00
EFR3A	9,97E+00
OLFML2B	9,97E+00
FOXRED1	-9,97E+00
MAP1B	9,96E+00
QPRT	-9,96E+00
ANXA1	9,94E+00
SYBU	9,93E+00
COL5A1	9,93E+00
TWIST1	9,93E+00
SRGAP1	9,93E+00
LEPR	9,91E+00
AFMID	-9,91E+00
HEATR5A	9,89E+00
STEAP3	-9,85E+00
ARF4	9,85E+00
CCDC81	9,84E+00
LASP1	9,83E+00
CDC16	9,83E+00
COL4A5	9,83E+00
OGT	9,82E+00
PRPS1	9,81E+00
NPDC1	9,81E+00
EXTL1	9,80E+00
MAOA	-9,79E+00
RNPEPL1	9,79E+00
SYT14	9,79E+00
TEX2	9,77E+00
EIF2AK4	9,77E+00
TIAM1	-9,76E+00
MYO1D	9,76E+00
PUF60	-9,75E+00
RTKN2	9,74E+00
TRIM62	9,73E+00
FHIT	-9,73E+00
RAB30	9,73E+00
VASN	9,72E+00
MMD	-9,69E+00
NPTX2	-9,69E+00
LUM	9,67E+00
CXCL2	-9,67E+00
DNAJC12	-9,67E+00
MYO1B	9,66E+00
ARMC9	9,64E+00
DBI	-9,64E+00
DDX39A	-9,64E+00
TWIST2	9,63E+00
MSC	9,63E+00
SIPA1	-9,62E+00
IFT52	9,62E+00
ECHS1	-9,62E+00
SMURF2	9,62E+00
MCM5	-9,61E+00
ATP10A	9,61E+00
CUEDC1	9,61E+00
AKR1C3	9,60E+00
STXBP6	9,60E+00
GOLGA5	9,60E+00
AXL	9,59E+00
ELL2	9,59E+00
MAFB	-9,57E+00
RSPO1	9,57E+00
ARHGEF17	9,56E+00
CMTM8	-9,54E+00
LIG1	-9,53E+00
PRSS3	9,53E+00
PODNL1	9,53E+00
ZFYVE9	9,52E+00
ZMAT3	9,51E+00
DEPTOR	9,51E+00
MAP7D3	9,51E+00
SLC16A3	9,48E+00
CORO1A	-9,47E+00
UBE2B	9,46E+00
THSD4	9,46E+00
TCEAL1	9,45E+00
ERG28	-9,44E+00
PARVA	9,43E+00
H2BC4	-9,43E+00
JUP	-9,41E+00
QDPR	-9,40E+00
TNFSF18	9,40E+00
STXBP5	9,37E+00
TREX2	-9,35E+00
CXXC1	-9,32E+00
MOB1A	9,30E+00
PPFIBP2	9,30E+00
LENG1	-9,29E+00
CAVIN1	9,28E+00
DOCK7	9,28E+00
ACTN1	9,28E+00
PREX1	-9,28E+00
XPOT	9,28E+00
DSCAM	9,27E+00
RAI14	9,23E+00
MCM7	-9,23E+00
FIBIN	9,23E+00
TBL1XR1	9,23E+00
TRPS1	9,23E+00
GBE1	9,22E+00
SLIT3	9,22E+00
ARHGEF25	9,21E+00
RWDD2A	9,21E+00
INHBB	9,20E+00
CALU	9,20E+00
POLD1	-9,20E+00
COL16A1	9,19E+00
KIF13A	9,19E+00
ITGA10	-9,18E+00
CFL2	9,17E+00
PPM1H	9,15E+00
APBB1IP	9,15E+00
PRKG1	9,13E+00
BBOF1	9,11E+00
FXYD6	-9,10E+00
FARSA	-9,10E+00
TRUB2	-9,09E+00
PTPRE	-9,09E+00
SERINC3	9,09E+00
CCDC91	9,07E+00
ELOVL6	-9,06E+00
CLCN5	-9,06E+00
MYRF	-9,05E+00
PTPRK	9,03E+00
RWDD1	9,03E+00
CYP1B1	9,02E+00
LDHA	9,01E+00
SMAP2	-9,00E+00
BIRC2	8,99E+00
NPEPPS	8,99E+00
REXO2	8,98E+00
RASSF3	8,97E+00
DIO3	8,97E+00
GNG12	8,96E+00
DRAM2	8,95E+00
PLAT	-8,95E+00
JDP2	8,95E+00
SAP130	-8,94E+00
SQOR	8,94E+00
NNAT	-8,94E+00
PARD3B	8,92E+00
TNS3	8,91E+00
FBXO25	8,91E+00
NGF	8,90E+00
PLEKHA1	8,89E+00
PCSK9	-8,89E+00
MBNL3	-8,88E+00
VPS13B	8,88E+00
NOTCH1	-8,88E+00
SCD	-8,88E+00
TPBG	8,88E+00
RTN1	8,87E+00
LY96	8,86E+00
PODN	8,85E+00
FNBP1	8,85E+00
STARD13	8,84E+00
RAP1B	8,84E+00
ERBB3	8,84E+00
RIOK3	8,82E+00
CHMP3	8,81E+00
AGA	8,81E+00
TECR	-8,80E+00
DCUN1D4	8,80E+00
PPIC	8,79E+00
FAM107B	8,79E+00
MSANTD3	8,77E+00
LRRFIP1	8,77E+00
S100A6	8,76E+00
SYF2	8,75E+00
DCTPP1	-8,75E+00
POLR2F	-8,75E+00
FAM207A	-8,74E+00
ST6GALNAC5	8,74E+00
FZD2	8,71E+00
NUDC	-8,71E+00
PARP1	-8,70E+00
PRKD1	8,69E+00
NBR1	8,69E+00
TMC6	-8,69E+00
CD44	8,67E+00
PDK1	8,66E+00
WDR91	-8,66E+00
FKBP9	8,65E+00
ABT1	-8,65E+00
IGFBP2	8,65E+00
PTGER4	-8,64E+00
HIP1	-8,62E+00
CELF2	-8,61E+00
LIFR	-8,61E+00
MRPL24	-8,61E+00
SSH1	8,61E+00
GREB1L	8,61E+00
NCAM1	-8,60E+00
PEX19	-8,60E+00
SSRP1	-8,59E+00
LAMC1	8,59E+00
PCBP3	-8,59E+00
CRISPLD1	-8,58E+00
ARL14EP	8,58E+00
TRAP1	-8,57E+00
RNF144A	-8,54E+00
RAB3B	8,53E+00
LBH	8,53E+00
BCS1L	-8,53E+00
MTPN	8,52E+00
MANF	-8,52E+00
ROBO2	8,51E+00
TLK1	8,51E+00
PCDH10	8,50E+00
HTRA1	8,49E+00
SPRY2	-8,49E+00
RDX	8,49E+00
LAMB2	8,49E+00
DACT1	8,47E+00
ELF4	8,46E+00
VWA1	-8,46E+00
PARP3	8,45E+00
AP1S3	8,45E+00
ARHGAP18	8,45E+00
BBX	8,44E+00
MINDY2	8,44E+00
CYP7B1	-8,44E+00
CTF1	8,44E+00
PKIG	8,43E+00
GSN	8,42E+00
TSPAN13	-8,42E+00
SLC39A8	-8,42E+00
CDC14B	8,41E+00
MDK	-8,39E+00
TMEM167B	8,38E+00
TCP11L1	8,38E+00
TMEFF2	-8,38E+00
RB1CC1	8,37E+00
MRC2	8,37E+00
DIPK1B	-8,37E+00
WDR70	8,36E+00
PRXL2C	8,35E+00
DCPS	-8,34E+00
SFXN5	-8,34E+00
IFT20	8,33E+00
SLC25A43	8,33E+00
IDS	8,33E+00
SLC37A4	-8,32E+00
EXPH5	8,32E+00
NFE2	8,31E+00
HIC2	8,30E+00
PTPRS	-8,30E+00
AEBP1	8,30E+00
LNPEP	8,29E+00
CD9	8,29E+00
CDO1	-8,29E+00
STK38L	8,28E+00
LPCAT3	-8,28E+00
EGFLAM	-8,28E+00
HMOX2	-8,28E+00
CLPB	-8,28E+00
IL6ST	8,27E+00
MVK	-8,27E+00
RNASEH2C	-8,26E+00
CARHSP1	-8,26E+00
GSE1	8,25E+00
LUZP2	8,24E+00
KLHDC2	8,24E+00
WDR74	-8,23E+00
TYRO3	-8,22E+00
CD55	8,21E+00
NDRG2	-8,20E+00
AQP1	8,20E+00
CAPN2	8,18E+00
ZFPM2	-8,18E+00
ALCAM	8,17E+00
TRPM3	8,17E+00
RAB22A	8,16E+00
RPSA	8,15E+00
NEO1	-8,15E+00
TCF7L2	8,15E+00
EHD2	8,14E+00
GARS1	8,11E+00
CD274	8,11E+00
KCTD11	8,10E+00
MPC1	-8,10E+00
DOCK1	8,09E+00
LRRK2	8,09E+00
CASP4	8,09E+00
RNASEH2A	-8,08E+00
AK2	-8,08E+00
STOM	8,08E+00
SPATA20	8,08E+00
LSS	-8,07E+00
KIF22	-8,06E+00
NR2F1	-8,06E+00
B3GNT5	-8,05E+00
TWF1	8,04E+00
CBR3	8,03E+00
SOX15	8,03E+00
JAM3	8,03E+00
HSD17B10	-8,03E+00
PARD6G	-8,02E+00
PRR5L	8,02E+00
TNPO1	8,01E+00
BOC	8,00E+00
CAMK2G	8,00E+00
CDH6	8,00E+00
STX12	7,99E+00
FAM180A	7,99E+00
BCL2L2	7,98E+00
UBASH3B	7,98E+00
COL7A1	7,96E+00
BPHL	-7,95E+00
NREP	7,95E+00
CRISPLD2	7,93E+00
SLC25A44	-7,92E+00
PSRC1	-7,91E+00
PHACTR2	7,91E+00
MYADM	7,91E+00
HACD1	7,89E+00
ARHGAP19	-7,89E+00
ALDH6A1	-7,88E+00
VIM	7,86E+00
RPS6KA1	-7,86E+00
EMP2	-7,84E+00
AP4E1	7,84E+00
EOGT	7,84E+00
RPL39	7,83E+00
HERC4	7,83E+00
FGF1	7,83E+00
LNPK	7,81E+00
TNIK	-7,81E+00
MFAP3L	7,81E+00
PKP2	-7,80E+00
SLCO3A1	7,80E+00
ZWINT	-7,80E+00
ACYP2	7,79E+00
ATXN10	7,79E+00
NSDHL	-7,78E+00
TPM3	-7,78E+00
SGTB	7,77E+00
SPATA18	7,77E+00
MTMR2	7,77E+00
TLE3	-7,77E+00
RSRC1	7,76E+00
PTGR1	-7,76E+00
ABCC1	7,76E+00
METTL7A	-7,76E+00
SARDH	-7,76E+00
RPP25L	-7,75E+00
EXOSC6	-7,75E+00
MMP3	7,75E+00
BNIP2	7,74E+00
COLEC12	-7,73E+00
MAD2L2	-7,73E+00
SYTL2	7,72E+00
PKP4	7,71E+00
BRI3	7,69E+00
TIMM10	-7,68E+00
DHX40	7,68E+00
L3HYPDH	7,68E+00
MEIS3	7,68E+00
LARP6	7,67E+00
SH3BP1	-7,67E+00
TRIM24	-7,66E+00
EFS	7,65E+00
MTFP1	-7,64E+00
RAB3GAP1	7,64E+00
PWP1	7,64E+00
PXDN	7,64E+00
LRRC61	-7,62E+00
NRK	7,61E+00
TAX1BP1	7,61E+00
PAIP2B	-7,61E+00
DNPH1	-7,61E+00
SOX6	-7,60E+00
NXPE3	7,59E+00
CHST11	-7,57E+00
STARD8	-7,57E+00
PDE6G	-7,57E+00
IMPACT	7,56E+00
EDN1	-7,55E+00
GLRB	7,55E+00
PRELP	7,52E+00
MRPL33	7,52E+00
EEF1A1	7,52E+00
UBA1	-7,51E+00
EFTUD2	-7,51E+00
ATP8B2	7,51E+00
RNF144B	7,51E+00
TCN2	-7,51E+00
EBP	-7,50E+00
CGREF1	7,50E+00
MARCHF4	7,49E+00
NRP1	7,49E+00
ETV4	-7,48E+00
SLC25A36	7,48E+00
WFDC1	7,47E+00
OAT	7,47E+00
MAP3K11	-7,46E+00
SUSD3	7,45E+00
ACTR2	7,45E+00
LRRC42	7,45E+00
GPC4	-7,44E+00
NIBAN1	7,44E+00
FILIP1L	7,44E+00
TIMM13	-7,43E+00
POLR2M	7,43E+00
GALE	-7,43E+00
AK5	7,42E+00
MRM3	-7,42E+00
FEN1	-7,40E+00
SLC9A3R1	-7,40E+00
SPAG5	-7,39E+00
IARS2	7,39E+00
CCDC124	-7,39E+00
MBNL2	7,39E+00
EDIL3	7,38E+00
TIE1	-7,37E+00
VCAN	7,37E+00
CIDEB	-7,37E+00
DESI2	7,37E+00
REEP6	-7,37E+00
IGFBP7	7,36E+00
DGKH	7,36E+00
AR	-7,36E+00
ZP3	7,36E+00
HAAO	-7,36E+00
SH3GLB1	7,36E+00
CEP126	7,35E+00
CYYR1	-7,35E+00
EXOC1	7,35E+00
CCDC107	7,34E+00
MALT1	7,34E+00
MAP6	7,34E+00
MCM3	-7,33E+00
ADK	7,33E+00
DUSP23	-7,32E+00
DHTKD1	-7,32E+00
ABAT	-7,30E+00
CD74	-7,30E+00
GGH	-7,30E+00
NELFCD	-7,29E+00
UCP2	-7,29E+00
MIER1	7,29E+00
ITGB8	7,28E+00
UBE2S	-7,27E+00
NF2	7,25E+00
NIPSNAP2	7,24E+00
LRIG1	-7,24E+00
RBM14	-7,23E+00
TRPM4	7,22E+00
GABBR2	7,22E+00
MEX3A	-7,22E+00
SH3BGRL	7,22E+00
POLD2	-7,21E+00
NOL6	-7,20E+00
CCNI	7,19E+00
NETO2	-7,19E+00
CARD10	-7,19E+00
FAM171A1	-7,18E+00
KCNQ5	7,18E+00
MMP2	7,17E+00
APLF	7,17E+00
SLMAP	7,16E+00
DCXR	-7,16E+00
FMN1	7,15E+00
MFAP2	7,15E+00
PPARGC1B	-7,15E+00
SPIN4	-7,15E+00
LAS1L	-7,15E+00
TCEAL9	7,15E+00
RASD1	-7,13E+00
ITGA8	7,13E+00
CCDC186	7,13E+00
DPF3	7,12E+00
ODF2	-7,12E+00
RGL3	7,11E+00
FGF2	7,11E+00
RAC2	-7,09E+00
CNPY2	-7,09E+00
UBE2Q2	7,08E+00
ZBTB16	-7,08E+00
DCHS1	-7,08E+00
HLA-F	7,08E+00
PDPN	-7,08E+00
CDKL1	7,08E+00
SERINC1	7,07E+00
SERPINA5	-7,07E+00
TAF8	-7,06E+00
ARHGAP21	7,05E+00
FAM102A	7,05E+00
HINT3	7,05E+00
PTPRU	-7,05E+00
COL3A1	7,04E+00
RGS11	7,03E+00
SEC24A	7,03E+00
GLRX5	-7,02E+00
PTEN	7,01E+00
DPP8	7,01E+00
TBXAS1	-7,00E+00
BCAT1	7,00E+00
TEAD1	6,99E+00
FDFT1	-6,99E+00
CXADR	-6,99E+00
RASSF8	6,97E+00
B3GNT9	6,97E+00
SOCS3	-6,97E+00
GPM6B	-6,96E+00
UBLCP1	6,96E+00
ALDH3A2	-6,96E+00
USF1	-6,95E+00
RNF5	-6,94E+00
LRRC20	-6,94E+00
EDA2R	6,94E+00
PEX2	6,94E+00
ECH1	-6,94E+00
CYB5B	-6,94E+00
HSPB6	-6,93E+00
MRPL9	-6,93E+00
RSL24D1	6,93E+00
SPRYD4	-6,93E+00
DDX56	-6,91E+00
CTTN	6,91E+00
MERTK	-6,90E+00
SLC16A5	6,90E+00
CASP6	-6,90E+00
NFAT5	6,88E+00
VPS13A	6,88E+00
NXN	6,87E+00
COPB1	6,86E+00
ABI3	-6,86E+00
SPARC	6,85E+00
PER1	-6,85E+00
SLC36A1	6,85E+00
NR1D1	6,84E+00
WDR77	-6,84E+00
TXNRD2	-6,84E+00
ITGB1BP2	6,84E+00
ZDHHC7	6,83E+00
MAPK8	6,83E+00
CNDP2	-6,83E+00
